Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
10/08/2018,"3 CLOUGHAN BRIDGE, STONEY LANE, ARDEE",,Louth,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/11/2021,"CLONMORE LANE, KILDALKEY, ATHBOY",,Meath,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2012,"Apartment 32 Watermint Court, Pelletstown Avenue, Royal Canal Park  Ashtown",,Dublin,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2015,"CLONMORE, KILLASHEE, CO LONGFORD",,Longford,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2015,"13 CHERRYBROOK, ARDEE, LOUTH",,Louth,"€126,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
14/01/2015,"CREEVAGH MIDDLE, CONG, MAYO",,Mayo,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2011,"Sandford, Dromkeen West, Causeway",,Kerry,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2014,"136 Ros Caoin, Roscam, Galway",,Galway,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2020,"9 CHURCH STREET, FINGLAS, DUBLIN 11",Dublin 11,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/01/2014,"91 Shannonvale, Old Cratloe Road",,Limerick,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2021,"12 CLONMORE TCE, OFF BALLYBOUGH RD, PARISH ST THOMAS CITY OF DUBLIN",Dublin 15,Dublin,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/04/2017,"8 COPPERBEECH CRESCENT, MAIN ST, DULEEK",,Meath,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2012,"10 Whitethorn Grove, Letterkenny",,Donegal,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2020,"APT 2B, THE MOORINGS, NEW ROSS",,Wexford,"€72,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2010,"23 The Willows, Gort an Oir, Castlemartyr",,Cork,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2018,"CORTHOON, CHARLESTOWN, MAYO",,Mayo,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2012,"Cullig, Churchtown",,Cork,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2017,"No. 78 Ard Na Bhaile, Buttevant",,Cork,"€119,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/08/2018,"12 KYLDAR, LYREEN MANOR, MAYNOOTH",,Kildare,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2020,"3 FAIRWAYS, DONABATE, DUBLIN",,Dublin,"€157,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
29/11/2018,"22 DEERPARK PLACE, KILTIPPER, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€159,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/01/2016,"31 SHIP STREET, DROGHEDA, COUNTY LOUTH",,Louth,"€7,250.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2012,"Tober, Cloneen",,Tipperary,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2020,"20 Dodderbrook Way, Old Court Road, Ballycullen",Dublin 24,Dublin,"€321,586.00",No,Yes,New Dwelling house /Apartment,
26/04/2018,"35 KILHEDGE LANE, CHAPEL FARM, LUSK",,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2013,"5 Cherry Grove, Delgany Wood, Delgany",,Wicklow,"€388,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2013,"Lodge Road, Carrignavar",,Cork,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2020,"100 THE GRANGE, LETTERKENNY, DONEGAL",,Donegal,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2021,"41 LIOS NA SI, BRIDGE ROAD, PORTUMNA",,Galway,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2019,"39 Edenbrook Green, Edenbrook, Citywest",Dublin 24,Dublin,"€321,585.00",No,Yes,New Dwelling house /Apartment,
28/09/2012,"No. 6 Well Road Homes, Church Yard Lane, Douglas",,Cork,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2018,"48 GRAND CENTRAL, LETTERKENNY, DONEGAL",,Donegal,"€78,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2019,"26 WINTERS HILL, SUNDAYS WELL ROAD, CORK",,Cork,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2020,"16 GORTAMULLEN, KENMARE HOLIDAY VILLAGE, KENMARE",,Kerry,"€153,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2020,"APT 7 APPLEWOOD DR, SWORDS, DUBLIN",,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2017,"3 HOLLYFIELD, LAKE, BRIDGETOWN",,Wexford,"€177,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2012,"29 Woodlawn Park, Borris",,Carlow,"€27,775.00",Yes,No,Second-Hand Dwelling house /Apartment,
29/01/2016,"58 Bun na Coile, Moycullen",,Galway,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2010,"209 Rosan Glas, Rahoon",,Galway,"€258,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2018,"ST. ANN'S, COX'S LANE, CARLOW",,Carlow,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2017,"3 Adelphi Manor, Upper Georges Street, Dun Laoghaire",,Dublin,"€449,339.20",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/09/2021,"29 CANON COURT, BRIDE ST, DUBLIN 8",Dublin 8,Dublin,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2015,"CULMORE, KILKELLY, MAYO",,Mayo,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2017,"4 DUBLIN RD UPPER, TUAM, GALWAY",,Galway,"€10,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
02/11/2018,"UNIT 1, 107 HADDINGTON ROAD, DUBLIN 4",Dublin 4,Dublin,"€2,950,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"68 GLEANN RUA, MURROUGH, GALWAY",,Galway,"€166,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2014,"13 CLOCH ARD, BOTHAR STIOFAN RD, RAHOON",,Galway,"€219,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2013,"50 A Orwell Park, Rathgar",Dublin 6,Dublin,"€792,952.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/10/2019,"PEAMOUNT RD, NEWCASTLE, DUBLIN",Dublin 22,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2021,"5 GRACEMEADOW DALE, STAMULLEN, MEATH",,Meath,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2018,"33 THE HAWTHORNS, ASHBOURNE, CO MEATH",,Meath,"€510,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2021,"10 MOYLARAGH AVE, BALBRIGGAN, COUNTY DUBLIN",,Dublin,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2019,"CZARDAS, NEWTOWN, BANTRY",,Cork,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2017,"16 Dodderbrook Drive, Ballycullen",Dublin 24,Dublin,"€317,180.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/07/2019,"1 THE CREAMERY YARD, WHITEGATE, CO CLARE",,Clare,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2018,"12 THE MILLS, MARKET ST, SKIBBEREEN",,Cork,"€208,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
26/11/2018,"87 PINE RIDGE, SUMMERHILL, WEXFORD",,Wexford,"€241,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2018,"3 GLEANN TAURIGH, CHICKLEYS RD, YOUGHAL",,Cork,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2018,"BALLYCOMY, CASTLECOMER, KILKENNY",,Kilkenny,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2021,"LAHARAN, COOLMANE, KILBRITTAIN",,Cork,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2015,"1 SITRIC PLACE, STONEYBATTER, DUBLIN 7",Dublin 7,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2019,"12 the green, station manor, station road",,Dublin,"€418,502.00",No,Yes,New Dwelling house /Apartment,
20/11/2017,"APARTMENT NO 79, CASTLEFORBES, DUBLIN 1",Dublin 1,Dublin,"€262,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2014,"10 WOODLAWN PARK, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,"€300,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/12/2018,"98 ARD NA GREINE, CLONMEL, CO TIPPERARY",,Tipperary,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2014,"4 GARRAN FUINSEOIGE, DERRYMULLAN, BALLINASLOE",,Galway,"€36,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2018,"74 FORGE AVENUE, BALLINTRA, CO DONEGAL",,Donegal,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2019,"12 Aylesbury, Ballintemple, Cork",,Cork,"€458,149.78",No,Yes,New Dwelling house /Apartment,
01/06/2015,"19 Edward Lane, Bloomfield Avenue, Dublin 4",Dublin 4,Dublin,"€627,753.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2019,"HOLLYMOUNT, RATHMORE, KERRY",,Cork,"€77,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2015,"7 GRATTAN HILL, LOWER GLANMIRE RD, CORK",,Cork,"€47,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2015,"36 BLACKTHORN HILL CLOSE, RATHCOOLE, DUBLIN",Dublin 24,Dublin,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2010,"149 Walkinstown Avenue, Walkinstown",Dublin 12,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2019,"55 WOODGLADE, FENAGH, CO CARLOW",,Carlow,"€166,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
11/07/2014,"BALLYHANNON, QUIN, CLARE",,Clare,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2016,"28 SLIEVE BLOOM HEIGHTS, RATHDOWNEY, LAOIS",,Laois,"€91,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2021,"16 OBELISK WALK, ST AUGUSTINES PARK, BLACKROCK",,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2020,"37 Crockaun Way, Brownstown, Curragh",,Kildare,"€261,000.00",Yes,Yes,New Dwelling house /Apartment,
19/03/2019,"31 LAKESIDE, CASTLE OAKS, DUBLIN RD",,Carlow,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2018,"PORTAN, BALLIVOR, MEATH",,Meath,"€180,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/08/2021,"3 GLEBEMOUNT, WICKLOW TOWN, CO WICKLOW",,Wicklow,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2016,"Nurey, Carlow",,Carlow,"€250,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/01/2014,"FOXBOROUGH HOUSE, FOXBOROUGH LANE, GLEN OF THE DOWNS",,Wicklow,"€720,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2014,"31 CLONSHAUGH MEADOWS, CLONSHAUGH, DUBLIN 17",Dublin 17,Dublin,"€73,921.63",Yes,No,Second-Hand Dwelling house /Apartment,
05/12/2019,"CAHERLISSAKILL, MONIVEA, GALWAY",,Galway,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2017,"3 RICHMOND ROW, PORTOBELLO, DUBLIN 8",Dublin 8,Dublin,"€616,501.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2014,"Bellass, Foxford",,Mayo,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2018,"51 COLLEGE PARK, LETTERKENNY, DONEGAL",,Donegal,"€69,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2018,"APT 4, PARKGATE HOUSE, NEWTOWN RD",,Waterford,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2014,"AN GRIANAN, PARK AVE, DUNDALK",,Louth,"€213,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2020,"69 SEAGRAVE DRIVE, MEAKSTOWN, FINGLAS",Dublin 11,Dublin,"€123,039.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/06/2020,"32 PARKLANDS, NEW RD, WESTPORT",,Mayo,"€143,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2021,"5 THE GREEN, DUN EALA, FERMOY",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2020,"55 CARRIGWELL, COLLEGE RD, CARRIGNAVAR",,Cork,"€287,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2015,"14 ASHTON GREEN, ASHTON BROC, SWORDS DUBLIN",,Dublin,"€238,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2010,"89 Nephin Road, Navan Road",Dublin 7,Dublin,"€354,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2016,"9 THE LIGHTHOUSE, ROBSWALL, MALAHIDE",,Dublin,"€307,686.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2015,"BALLYMURPHY RD, TULLOW, CARLOW",,Carlow,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2021,"25 DOMINIC ST, KILKENNY, KILKENNY",,Kilkenny,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2020,"GIBBSTOWN NAVAN, MEATH",,Meath,"€368,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2021,"190 KEEPER RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,"€448,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2019,"NEW BRIDGE, CORONEA, SKIBBEREEN",,Cork,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2021,"24 GARDINER ST UPPER, DUBLIN 1, DUBLIN",Dublin 1,Dublin,"€810,727.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2014,"22 NEWBURY GROVE, CLONSHAUGH DUBLIN 17, DUBLIN",Dublin 17,Dublin,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2012,"Ballintlea South, Cratloe",,Clare,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2014,"11 ST JAMES COURT, BALLYLIFFIN, DONEGAL",,Donegal,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2016,"6 MILLENNIUM COURT, TULLOW RD, CARLOW",,Carlow,"€185,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2014,"AUGHARROW, TULLAGHAN, CO LEITRIM",,Leitrim,"€21,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2015,"4 CASTLEPARK, KILBRITTAIN, CO CORK",,Cork,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2021,"24 ROSEMOUNT AVENUE, KILLESTER, DUBLIN 5",Dublin 5,Dublin,"€555,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2017,"22 Carton Wood, Dublin Road, Maynooth",,Kildare,"€360,792.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/12/2012,"Apartment no. 6, Oakwood  Gortboy, Newcastlewest",,Limerick,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/10/2012,"112 Lally Road, Ballyfermot",,Dublin,"€53,375.00",Yes,No,Second-Hand Dwelling house /Apartment,
04/01/2022,"4 CNOC BEAG, LIS CARA, CARRICK ON SHANNON",,Leitrim,"€161,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
19/12/2014,"67 ARD DUN, KELLS ROAD, KINGSCOURT",,Cavan,"€98,106.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/12/2017,"OAKLEY PARK, KELLS, CO. MEATH",,Meath,"€33,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2015,"NEW RD, CASTLECOOTE, ROSCOMMON",,Roscommon,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2017,"7 RATHEVAN HEIGHTS, PORTLAOISE, LAOIS",,Laois,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2021,"5 WOODVIEW PARK, TALLOW, WATERFORD",,Waterford,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2014,"ABBEY COTTAGE, MAIN ST, GOWRAN",,Kilkenny,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2021,"6 GREENFORT CRESCENT, CLONDALKIN, DUBLIN 22",,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2019,"18 HEYWOOD RD, CLONMEL, CO TIPPERARY",,Tipperary,"€84,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2017,"3 GREENCASTLE DR, COOLOCK, DUBLIN 17",Dublin 17,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"TIVOLI LODGE, TIVOLI RD YORK RD, DUN LAOGHAIRE",,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2011,"44 castlefield woods, clonsilla",Dublin 15,Dublin,"€277,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2021,"BRIDE ST, LOUGHREA, GALWAY",,Galway,"€139,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"39 WESTON PARK, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2017,"14 Roseland Avenue, Cualanor, Dun Laoghaire",,Dublin,"€665,198.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/12/2020,"9 MALPAS PLACE, NEW ST, DUBLIN 8",Dublin 8,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2016,"TUROE, BULLAUN, LOUGHREA",,Galway,"€66,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2018,"127 Cluain Larach, Knockenduff, Tramore",,Waterford,"€273,128.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
11/12/2013,"35 POPES QUAY, CORK",,Cork,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2012,"5 The Crescent, Owenabue Heights, Carrigaline",,Cork,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2016,"29 DRUMCLIFF RD, CABRA WEST, DUBLIN 7",Dublin 7,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2018,"KILMORE AVE, LECARROW, ROSCOMMON",,Roscommon,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"27 AN BONNAN BUI WAY, BLACKLION, CO CAVAN",,Cavan,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2012,"Lisnanagh, Edgeworthstown",,Longford,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2012,"Ballyvoughan, Ardagh, Co Limerick",,Limerick,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2016,"23 Belarmine Grove, Belarmine Woods, Stepaside",,Dublin,"€361,233.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/12/2015,"1 Castleview Walk, Castleview, Artane",Dublin 5,Dublin,"€220,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/09/2012,"20 Castlepark Avenue, Dunboyne Road, Maynooth",,Kildare,"€242,290.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/06/2017,"39 THE VIEW, CNOC NA GREINE, KILCULLEN",,Kildare,"€218,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2016,"82 The Bay, Elm Park, Merrion Road",Dublin 4,Dublin,"€142,690.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2014,"8 Kilmoney Woods, Carrigaline",,Cork,"€246,696.04",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/12/2012,"Tobinstown, Rathvilly",,Carlow,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2017,"DONAGH HOUSE, SILVERSPRINGS, BRIDGETOWN",,Wexford,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2013,"9 ST ANNES VILLAS, DUNCORMICK, CO WEXFORD",,Wexford,"€34,690.79",Yes,No,Second-Hand Dwelling house /Apartment,
22/08/2017,"19 MOUNTRATH RD, PORTLAOISE, LAOIS",,Laois,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2012,"No 16, Ash Meadows, Stranorlar",,Donegal,"€50,660.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/04/2012,"96 Forster Court, Forster Street",,Galway,"€266,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"1 KILLINEY TERRACE, BREFFNI RD, SANDYCOVE",,Dublin,"€1,100,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2016,"COLM BAN, CASTLECOMER RD, KILKENNY",,Kilkenny,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2012,"92 Rowan Hill, Mount Oval Village, Rochestown",,Cork,"€202,599.12",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/05/2020,"FENIT WITHOUT, FENIT, TRALEE",,Kerry,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2021,"3 SEVILLE TERRACE, NORTH STRAND, DUBLIN",Dublin 1,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2014,"88 CASTLEFIELD WOODS, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€346,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2019,"SCALAHEEN, TIPPERARY, TIPPERARY",,Tipperary,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2015,"BALLYHAUNIS RD, CLAREMORRIS, MAYO",,Mayo,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2020,"FLEENSTOWN, THE WARD, MEATH",,Meath,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2016,"17 WATERLOO WAY, WATERLOO RD, WEXFORD TOWN",,Wexford,"€115,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2019,"33 ARMADA COTTAGES, BUNDORN, DONEGAL",,Donegal,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2016,"DORY COTTAGE, KYLEROE, BROWNSTOWN",,Kilkenny,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/11/2017,"3 MOUNT SANDFORD, MILLTOWN ROAD, MILLTOWN",Dublin 6,Dublin,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2014,"NO 17 AUBURN VILLAGE, BALLYMAHON, CO LONGFORD",,Longford,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2017,"12 LARKHILL RD, SLIGO, SLIGO",,Sligo,"€135,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
14/01/2015,"1 ALDERWOOD RISE, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2015,"148 CRATLOE WOOD STUDENT VILLAGE, OLD CRATLOE RD, LIMERICK",,Limerick,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2019,"HOUSE AT CREGGAN, EDMONDSTOWN, BALLAGHADERREEN",,Roscommon,"€47,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2016,"25 DALETREE AVE, BALLYCULLEN, DUBLIN 24",Dublin 24,Dublin,"€348,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2016,"37 PARK DR, KILLARNEY, KERRY",,Kerry,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2019,"12 THE CRESCENT, KILTERAGH, DOORADOYLE",,Limerick,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2019,"PINERIDGE FARM, LACKEN, BLESSSINGTON",,Wicklow,"€1,440,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2018,"7 ABHAINN GLAS, EDGEWORTHSTOWN, CO. LONGFORD",,Longford,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2021,"LEITER, BAILIEBOROUGH, CAVAN",,Cavan,"€197,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2017,"LOTA GRANGE, BURKES HILL, LOTAMORE",,Cork,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
